id,customer_id,loan_type,principal,interest_rate,term_months,outstanding_balance,status,disbursed_at,due_at
504,3871,personal,27238.86,9.81,14,7301.06,active,2025-05-27T02:14:50,2026-07-27T02:14:50
505,4887,auto,1345429.6,6.71,80,1330990.92,active,2026-04-18T05:39:30,2032-12-18T05:39:30
506,435,personal,4991.19,14.3,53,3282.13,late,2024-05-13T04:50:14,2028-10-13T04:50:14
507,1399,personal,21981.57,12.96,23,0,paid_off,2024-04-28T15:59:15,2026-03-28T15:59:15
508,1157,credit_line,55197.51,19.17,28,47727.32,late,2025-12-26T14:35:47,2028-04-26T14:35:47
509,1824,personal,6754.86,14.58,36,5346.12,active,2025-07-01T06:32:12,2028-07-01T06:32:12
510,574,mortgage,238328.16,5.23,199,236122.6,active,2026-03-01T03:35:03,2042-10-01T03:35:03
511,430,personal,9219.97,9.66,16,6823.82,active,2026-01-01T02:57:15,2027-05-01T02:57:15
512,1825,business,3646277.22,8.98,39,3494607.67,active,2026-03-25T14:27:34,2029-06-25T14:27:34
513,518,personal,810148.7,8.51,15,0,paid_off,2025-05-16T01:59:52,2026-08-16T01:59:52
514,2912,personal,1025157.65,12.47,28,488961.81,defaulted,2021-12-29T17:01:47,2024-04-29T17:01:47
515,2113,mortgage,13923453.97,3.19,187,13864223.76,active,2026-04-12T16:09:33,2041-11-12T16:09:33
516,1603,mortgage,235601.43,3.17,351,234339.94,active,2026-03-12T16:40:04,2055-06-12T16:40:04
517,272,business,55697.06,6.89,66,52565.67,active,2026-01-06T20:59:09,2031-07-06T20:59:09
518,3502,personal,27443.7,15.22,50,26525.59,active,2026-03-24T05:53:18,2030-05-24T05:53:18
519,3706,mortgage,342749.91,6.66,231,330256.5,active,2025-06-20T11:08:08,2044-09-20T11:08:08
520,1974,personal,106277.55,17.45,48,48604.91,defaulted,2025-10-09T18:15:20,2029-10-09T18:15:20
521,510,auto,1278224.98,7.94,54,1057079.41,defaulted,2024-06-09T08:48:25,2028-12-09T08:48:25
522,126,auto,23056.64,5.67,48,22823.63,late,2026-05-01T23:41:46,2030-05-01T23:41:46
523,4471,personal,212654.88,17.86,44,187022.64,active,2025-11-11T15:29:33,2029-07-11T15:29:33
524,766,mortgage,385093.78,2.71,176,355105.83,active,2025-03-07T20:37:16,2039-11-07T20:37:16
525,3656,mortgage,587754.91,3.83,186,515407.25,defaulted,2026-04-18T00:09:02,2041-10-18T00:09:02
526,289,personal,1227.63,7.16,36,891.21,active,2025-06-24T17:29:45,2028-06-24T17:29:45
527,3389,personal,16210.5,7.45,46,15003.59,late,2026-01-08T22:03:10,2029-11-08T22:03:10
528,1746,personal,30285.5,11.66,31,29088.39,active,2026-04-07T10:24:38,2028-11-07T10:24:38
529,2899,personal,12363.88,7.22,39,6973.52,late,2024-07-01T04:02:49,2027-10-01T04:02:49
530,1286,personal,23081.45,13.17,13,675.36,late,2024-03-20T12:01:47,2025-04-20T12:01:47
531,2586,auto,25901.33,6.56,37,6838.46,active,2024-01-06T00:44:25,2027-02-06T00:44:25
532,965,mortgage,87415.88,4.53,205,77480.4,late,2023-10-18T22:09:46,2040-11-18T22:09:46
533,4777,personal,27433.33,16.75,28,27062.73,active,2026-05-05T03:19:34,2028-09-05T03:19:34
534,77,auto,47574.8,9.11,80,0,paid_off,2023-02-17T06:08:32,2029-10-17T06:08:32
535,1385,mortgage,754982.05,6.88,210,655063.05,active,2023-07-09T09:13:23,2041-01-09T09:13:23
536,420,auto,42606.05,5.25,40,41789.92,late,2026-04-18T04:38:10,2029-08-18T04:38:10
537,3618,student,50397.71,7.78,81,24917.6,defaulted,2026-02-19T16:04:58,2032-11-19T16:04:58
538,3345,mortgage,1955895.96,4.26,127,1928511.5,late,2026-03-13T13:06:11,2036-10-13T13:06:11
539,3316,personal,21823.71,8.7,58,18784.34,active,2025-06-13T17:02:19,2030-04-13T17:02:19
540,4019,personal,4694.6,15.17,55,0,paid_off,2023-09-02T11:33:53,2028-04-02T11:33:53
541,1639,personal,193823.56,10.84,47,83624.88,defaulted,2024-06-06T20:27:56,2028-05-06T20:27:56
542,1241,auto,225390.21,8.44,26,218431.07,active,2026-04-19T21:34:56,2028-06-19T21:34:56
543,4788,mortgage,523839.93,6.34,312,484064.77,active,2023-08-05T07:29:46,2049-08-05T07:29:46
544,3177,auto,119777.49,6.75,80,86824.64,defaulted,2026-04-05T08:17:47,2032-12-05T08:17:47
545,3708,auto,43786.62,6.33,53,43695.28,active,2026-05-13T00:56:14,2030-10-13T00:56:14
546,4431,personal,45323.88,7.93,14,37706.4,active,2026-02-11T23:51:16,2027-04-11T23:51:16
547,2109,mortgage,551010.52,3.51,123,549696.93,active,2026-05-05T21:48:09,2036-08-05T21:48:09
548,1877,mortgage,480588.95,4.52,242,441207.78,active,2024-08-11T20:34:21,2044-10-11T20:34:21
549,2485,personal,19043.38,9.78,20,15208.52,active,2026-01-04T14:56:22,2027-09-04T14:56:22
550,570,business,212969.7,9.58,49,121787.28,defaulted,2025-04-07T01:12:01,2029-05-07T01:12:01
551,4008,personal,18871.36,11.58,30,4633.16,active,2023-12-01T22:52:05,2026-06-01T22:52:05
552,2882,mortgage,273036.78,2.77,139,270096.05,active,2026-03-26T21:36:51,2037-10-26T21:36:51
553,1442,mortgage,245388.76,5.24,244,243986.73,late,2026-04-02T05:34:27,2046-08-02T05:34:27
554,379,personal,10724.02,8.47,18,2460.45,active,2024-09-27T04:39:44,2026-03-27T04:39:44
555,1191,personal,63402.41,8.97,17,56893.99,active,2026-03-14T01:32:11,2027-08-14T01:32:11
556,438,mortgage,1156114.52,4.78,199,1138258.41,active,2026-01-12T08:28:49,2042-08-12T08:28:49
557,801,auto,24404.16,6.36,45,19596.09,active,2025-08-06T07:50:54,2029-05-06T07:50:54
558,998,auto,180320.82,6.08,40,141776.05,defaulted,2023-12-03T05:24:34,2027-04-03T05:24:34
559,3001,student,65371.21,5.9,191,59715.7,active,2024-09-10T10:19:56,2040-08-10T10:19:56
560,2945,personal,2303.1,16.48,27,2101.39,active,2026-02-12T20:35:27,2028-05-12T20:35:27
561,1072,personal,22176.53,10.63,53,21147.42,active,2026-02-10T06:18:47,2030-07-10T06:18:47
562,2938,personal,32507.11,17.74,41,0,paid_off,2022-04-20T20:33:24,2025-09-20T20:33:24
563,4620,mortgage,237120.78,6.57,281,225623.5,active,2025-01-12T19:35:23,2048-06-12T19:35:23
564,324,mortgage,488927.4,3.99,218,466865.64,active,2025-03-26T20:37:10,2043-05-26T20:37:10
565,1335,credit_line,20634.52,11.87,19,10738.97,active,2025-06-07T00:21:00,2027-01-07T00:21:00
566,3744,personal,531941.09,11.71,24,424874.96,active,2025-12-16T11:00:03,2027-12-16T11:00:03
567,2309,personal,16448.23,16.13,47,10628.88,active,2024-09-20T06:35:37,2028-08-20T06:35:37
568,1019,auto,49828.52,7.98,39,48709.93,active,2026-04-14T05:13:04,2029-07-14T05:13:04
569,1360,mortgage,886479.11,3.53,281,847691.24,active,2025-02-16T17:25:29,2048-07-16T17:25:29
570,1767,personal,2189874.16,6.19,53,2018024.97,active,2025-11-18T19:45:16,2030-04-18T19:45:16
571,703,auto,9726.55,9.09,68,7494.75,defaulted,2025-08-24T13:28:15,2031-04-24T13:28:15
572,2112,personal,6444.82,6.72,38,4868.67,active,2025-05-10T22:03:22,2028-07-10T22:03:22
573,726,business,270364.91,7.42,102,264124.4,active,2026-02-19T18:13:13,2034-08-19T18:13:13
574,819,personal,14187438.9,7.99,32,13690977.73,active,2026-04-09T05:58:07,2028-12-09T05:58:07
575,1899,auto,162443.63,4.7,33,71539.42,active,2024-09-18T19:05:30,2027-06-18T19:05:30
576,1318,personal,671939.8,11.24,39,631434.82,active,2026-02-18T19:18:08,2029-05-18T19:18:08
577,4237,personal,15313.85,6.35,31,9441.92,late,2025-03-25T20:14:33,2027-10-25T20:14:33
578,2356,mortgage,248781.67,3.91,265,248181.66,active,2026-04-25T09:58:57,2048-05-25T09:58:57
579,4147,auto,56224.77,9.3,70,41400.57,active,2024-08-05T08:32:09,2030-06-05T08:32:09
580,3079,auto,31567.84,7.87,60,27448.46,active,2025-06-28T19:37:55,2030-06-28T19:37:55
581,1775,mortgage,13081319.67,4.35,349,8779142.28,defaulted,2024-10-24T10:29:09,2053-11-24T10:29:09
582,1274,mortgage,147157.98,6.75,276,145293.3,active,2025-12-25T05:03:22,2048-12-25T05:03:22
583,4524,personal,21334.27,8.8,28,11699.98,active,2025-02-22T08:24:00,2027-06-22T08:24:00
584,734,mortgage,41185449.77,3.56,355,40780144.78,active,2026-01-27T11:07:15,2055-08-27T11:07:15
585,1320,student,603524.69,7.52,213,601483.28,active,2026-04-19T21:16:12,2044-01-19T21:16:12
586,4529,personal,3394308.43,10.47,27,0,paid_off,2023-02-25T10:13:47,2025-05-25T10:13:47
587,2793,auto,25387.44,9.57,34,24185.1,active,2026-03-20T07:47:55,2029-01-20T07:47:55
588,4246,mortgage,388300.05,5.45,141,373788.52,active,2025-11-12T06:00:54,2037-08-12T06:00:54
589,3844,personal,7292.7,16.34,12,0,paid_off,2025-12-28T09:26:47,2026-12-28T09:26:47
590,1719,mortgage,92328548.82,6.58,240,89973236.38,active,2025-10-21T23:49:05,2045-10-21T23:49:05
591,3467,business,1217341.89,6.55,32,1005610.31,active,2025-11-28T01:47:07,2028-07-28T01:47:07
592,2997,mortgage,150320.26,5.07,184,139697.65,active,2025-02-04T10:17:38,2040-06-04T10:17:38
593,4262,mortgage,5291380.26,3.94,181,4519030.27,active,2023-05-09T06:38:52,2038-06-09T06:38:52
594,2644,business,147242.93,11.29,65,80570.73,active,2023-02-12T10:06:26,2028-07-12T10:06:26
595,914,mortgage,12176651.2,4.01,225,11486942.47,active,2025-01-25T17:09:05,2043-10-25T17:09:05
596,3500,business,46295.57,6.04,91,45722.24,active,2026-04-02T11:06:34,2033-11-02T11:06:34
597,936,student,72719.57,5.72,206,69234.38,active,2025-03-23T13:56:03,2042-05-23T13:56:03
598,3909,mortgage,544412.74,5.33,345,219554.93,defaulted,2025-10-03T15:42:57,2054-07-03T15:42:57
599,344,personal,18882.99,8.63,35,0,paid_off,2022-09-23T00:06:03,2025-08-23T00:06:03
600,204,auto,1835002.49,4.8,43,909874.44,active,2024-05-25T10:25:00,2027-12-25T10:25:00
601,54,auto,32872.19,6.19,61,32400.38,active,2026-04-18T09:45:35,2031-05-18T09:45:35
602,1126,personal,7863.14,6.79,17,6817.49,defaulted,2025-12-03T13:07:00,2027-05-03T13:07:00
603,4940,mortgage,563471.55,2.78,205,501193.83,active,2024-04-17T07:17:34,2041-05-17T07:17:34
604,665,personal,11317.58,16.61,19,1870.39,active,2024-10-17T12:13:53,2026-05-17T12:13:53
605,2933,auto,197192.4,7.05,24,126855.43,active,2025-07-20T15:00:34,2027-07-20T15:00:34
606,3763,personal,158052.34,17.03,24,118867.6,active,2025-09-15T00:09:19,2027-09-15T00:09:19
607,1943,mortgage,190964.04,2.55,197,190287.32,late,2026-04-18T19:11:17,2042-09-18T19:11:17
608,512,personal,24015.13,15.95,16,23412.79,active,2026-05-04T07:50:02,2027-09-04T07:50:02
609,1505,personal,26401.07,13.2,47,24314.98,active,2025-12-27T14:36:38,2029-11-27T14:36:38
610,3817,student,54803.47,6.99,189,48029.34,late,2024-05-12T23:37:21,2040-02-12T23:37:21
611,524,personal,286188.21,10.06,51,278677.07,active,2026-04-04T22:19:01,2030-07-04T22:19:01
612,3883,personal,8672.52,11.83,22,0,paid_off,2025-03-03T03:19:30,2027-01-03T03:19:30
613,4754,personal,26102.79,12.78,54,25523.46,active,2026-03-31T14:06:16,2030-10-01T14:06:16
614,4041,personal,21679.41,13.38,38,16408.31,defaulted,2023-03-18T23:41:20,2026-05-18T23:41:20
615,2564,mortgage,361485.34,6.15,194,360140.37,active,2026-04-23T03:27:13,2042-06-23T03:27:13
616,620,personal,5591.38,11.29,52,4357.13,active,2025-03-26T07:29:17,2029-07-26T07:29:17
617,3553,mortgage,256604.98,4.9,173,248957.11,active,2025-10-17T22:50:11,2040-03-17T22:50:11
618,3611,mortgage,9517469.44,2.6,309,9507009.58,active,2026-05-02T19:22:39,2052-02-02T19:22:39
619,1548,student,40731.41,6.92,200,40648.12,active,2026-04-30T12:04:37,2042-12-30T12:04:37
620,1699,auto,33308.65,5.98,51,21128.07,active,2024-06-17T19:48:23,2028-09-17T19:48:23
621,4958,student,57423.95,3.63,225,47965.35,active,2022-10-21T08:20:35,2041-07-21T08:20:35
622,3761,personal,12395.71,7.45,57,5211.55,active,2022-06-12T15:15:51,2027-03-12T15:15:51
623,2068,personal,18277.11,8.54,38,5479.68,active,2023-12-05T13:43:12,2027-02-05T13:43:12
624,714,personal,389985.94,14.95,50,100908.03,late,2023-04-11T09:32:19,2027-06-11T09:32:19
625,1324,mortgage,388010.91,3.83,325,385315.84,active,2026-03-05T01:45:08,2053-04-05T01:45:08
626,2360,mortgage,271041.95,3.64,260,268550.35,late,2026-03-03T17:48:47,2047-11-03T17:48:47
627,1458,mortgage,631309.77,5.71,275,511561.62,defaulted,2026-05-12T06:26:18,2049-04-12T06:26:18
628,3962,personal,24099.39,10.31,51,22993.89,active,2026-02-07T06:50:16,2030-05-07T06:50:16
629,2616,student,63120.99,4.59,182,62070.69,active,2026-02-04T04:30:07,2041-04-04T04:30:07
630,1010,auto,218887.14,6.02,29,174682.47,active,2025-10-01T02:14:13,2028-03-01T02:14:13
631,1818,student,27581.27,7.71,217,25346.13,active,2024-11-24T15:04:20,2042-12-24T15:04:20
632,2324,auto,36534.6,4.02,28,4940.9,late,2024-03-16T17:52:33,2026-07-16T17:52:33
633,3783,auto,25964.87,8.94,40,24754.67,active,2026-02-28T13:22:47,2029-06-28T13:22:47
634,3578,business,704172,5.88,85,703444.57,active,2026-05-13T04:16:22,2033-06-13T04:16:22
635,4975,student,9185945.28,3.05,112,9033335.25,active,2026-03-11T20:25:20,2035-07-11T20:25:20
636,2680,mortgage,425090.55,5.97,186,386412.37,late,2024-06-18T09:02:26,2039-12-18T09:02:26
637,4590,personal,31778.36,8,39,29594.18,active,2026-01-22T02:32:36,2029-04-22T02:32:36
638,1722,student,50846.43,4.46,207,43468.27,late,2023-10-09T12:30:49,2041-01-09T12:30:49
639,3919,mortgage,229034.13,3.39,341,213419.94,active,2023-10-11T17:07:13,2052-03-11T17:07:13
640,1641,personal,18445.74,15.78,33,0,paid_off,2023-11-05T09:17:33,2026-08-05T09:17:33
641,1351,auto,51809.21,8.92,57,42531.08,active,2025-07-05T22:14:02,2030-04-05T22:14:02
642,501,personal,20999888.22,13.19,58,10976654.7,late,2023-07-05T18:12:43,2028-05-05T18:12:43
643,212,personal,1807816.78,13.32,40,1693544.95,late,2026-02-27T11:38:32,2029-06-27T11:38:32
644,3841,personal,3430.01,7.01,55,2133.63,active,2024-03-09T18:05:36,2028-10-09T18:05:36
645,1191,personal,91966.61,7.1,43,52731.28,defaulted,2026-02-12T11:14:17,2029-09-12T11:14:17
646,4311,personal,28297.48,15.77,23,27953,active,2026-05-07T08:06:41,2028-04-07T08:06:41
647,4718,auto,47874.27,5.12,25,41752.03,defaulted,2025-04-18T02:45:17,2027-05-18T02:45:17
648,4974,personal,14248.79,16.24,48,14024.95,active,2026-04-23T00:33:09,2030-04-23T00:33:09
649,1225,personal,19843.5,6.63,33,12658.95,active,2025-03-02T03:10:25,2027-12-02T03:10:25
650,3266,mortgage,9197485.16,6.94,337,8747398.4,active,2024-12-18T11:56:51,2053-01-18T11:56:51
651,3356,personal,125898.95,10.82,18,0,paid_off,2022-07-25T10:35:00,2024-01-25T10:35:00
652,4254,personal,2224.77,17.67,43,1990.58,late,2025-11-08T15:45:47,2029-06-08T15:45:47
653,828,auto,74444.67,9.11,48,0,paid_off,2023-11-08T17:34:57,2027-11-08T17:34:57
654,3884,personal,17602.41,14.5,56,10420.33,defaulted,2025-06-16T08:07:56,2030-02-16T08:07:56
655,2643,auto,31059.7,9.83,70,27198.3,active,2025-07-17T07:13:05,2031-05-17T07:13:05
656,1144,business,25806.85,6.34,61,23735.92,active,2025-12-14T14:36:11,2031-01-14T14:36:11
657,110,mortgage,10465515.69,5.97,327,9521300.1,late,2023-03-31T16:10:00,2050-07-01T16:10:00
658,3510,personal,19840.31,9.84,51,19357.75,active,2026-04-08T18:56:59,2030-07-08T18:56:59
659,1305,personal,16889.51,16.83,15,11996.17,active,2025-12-10T09:17:37,2027-03-10T09:17:37
660,424,personal,35907.43,7.46,33,35572.41,active,2026-05-03T22:22:25,2029-02-03T22:22:25
661,2375,mortgage,510287.37,3.11,206,506682.05,active,2026-03-22T02:19:31,2043-05-22T02:19:31
662,4213,student,41308.68,7.85,166,34550.49,active,2023-07-30T10:44:49,2037-05-30T10:44:49
663,3823,student,27327.31,6.75,107,27249.04,active,2026-05-06T00:17:48,2035-04-06T00:17:48
664,1185,personal,1503.07,17.05,44,1222.19,active,2025-09-05T01:51:01,2029-05-05T01:51:01
665,718,auto,370107.44,9.36,37,191501.71,defaulted,2026-02-16T02:52:08,2029-03-16T02:52:08
666,1327,auto,1001918.97,9.09,49,0,paid_off,2025-01-16T06:11:08,2029-02-16T06:11:08
667,2063,mortgage,360650.28,2.52,227,356968.22,active,2026-02-21T05:02:09,2045-01-21T05:02:09
668,4056,auto,18410.03,7.56,53,16454.06,late,2025-10-08T08:35:26,2030-03-08T08:35:26
669,752,mortgage,501223.49,3.6,340,491501.18,active,2025-10-16T21:14:31,2054-02-16T21:14:31
670,63,business,334113.61,13.81,33,179361.29,defaulted,2023-04-21T21:31:55,2026-01-21T21:31:55
671,697,personal,17182.97,10.05,32,3084.47,active,2023-08-03T00:10:35,2026-04-03T00:10:35
672,1301,auto,197909.31,8.11,27,89543.66,defaulted,2025-11-14T11:12:16,2028-02-14T11:12:16
673,113,mortgage,40852513.44,3.45,241,40337333.37,late,2026-01-20T14:24:47,2046-02-20T14:24:47
674,4141,personal,30359.5,13.89,25,19147.06,active,2025-07-25T11:36:54,2027-08-25T11:36:54
675,21,personal,85900.18,6.02,34,65071.12,active,2025-08-11T00:38:41,2028-06-11T00:38:41
676,3285,auto,44976.21,9.57,40,35952.72,late,2025-08-11T23:38:49,2028-12-11T23:38:49
677,658,business,194163.47,9.41,44,188573.33,active,2026-04-05T08:09:15,2029-12-05T08:09:15
678,1737,student,34581.89,7.42,89,33252.65,late,2025-12-25T18:22:47,2033-05-25T18:22:47
679,3528,personal,4157432.09,17.47,22,3712719.47,active,2026-02-21T17:20:56,2027-12-21T17:20:56
680,2724,mortgage,1121334.5,2.68,346,499610.89,defaulted,2023-12-16T09:42:25,2052-10-16T09:42:25
681,285,mortgage,17933403.91,4.09,245,17536980.19,active,2025-10-29T13:34:53,2046-03-29T13:34:53
682,736,student,33138.86,5.21,168,20829.8,defaulted,2025-12-07T13:58:12,2039-12-07T13:58:12
683,498,personal,24228.87,12.09,26,0,paid_off,2023-11-03T19:53:27,2026-01-03T19:53:27
684,2505,mortgage,16294182.25,6.55,159,16258672.78,active,2026-05-05T15:54:40,2039-08-05T15:54:40
685,3297,auto,38805.51,7.3,78,35117.43,active,2025-09-16T04:15:21,2032-03-16T04:15:21
686,4879,auto,30385.42,8.54,39,0,paid_off,2021-07-15T00:21:23,2024-10-15T00:21:23
687,1810,mortgage,136715.79,5.78,165,81596.01,defaulted,2025-05-20T06:13:37,2039-02-20T06:13:37
688,1939,student,15231.52,6.94,159,15124.47,late,2026-04-11T21:46:57,2039-07-11T21:46:57
689,4536,auto,27020.83,8.17,57,19637.43,active,2024-08-26T04:53:27,2029-05-26T04:53:27
690,403,personal,27153.43,10.98,18,24695.83,active,2026-03-20T13:05:04,2027-09-20T13:05:04
691,343,business,844235.6,5.63,61,553766.6,active,2024-06-07T00:16:17,2029-07-07T00:16:17
692,383,personal,15583.4,9.43,26,12874.97,active,2025-11-29T22:23:50,2028-01-29T22:23:50
693,584,personal,319423.54,16.52,44,0,paid_off,2021-12-04T05:44:29,2025-08-04T05:44:29
694,346,personal,197355.66,11.3,25,17165.38,active,2023-01-03T00:36:08,2025-02-03T00:36:08
695,1693,auto,51197.73,7.38,27,40214.29,active,2025-09-24T12:20:04,2027-12-24T12:20:04
696,2342,mortgage,71412.43,2.74,166,69481.57,active,2025-12-02T08:32:36,2039-10-02T08:32:36
697,3467,auto,414687.47,7.07,78,286996.82,defaulted,2023-02-02T11:16:31,2029-08-02T11:16:31
698,3891,personal,1546.5,10.09,19,1405.6,late,2026-03-05T05:22:35,2027-10-05T05:22:35
699,4576,auto,41766.07,5.11,28,15720.67,late,2024-05-15T01:42:49,2026-09-15T01:42:49
700,1113,auto,1115661.61,5.43,63,763636.38,defaulted,2025-11-18T11:50:44,2031-02-18T11:50:44
701,749,mortgage,435508.59,2.57,135,410566.01,active,2025-08-29T08:16:07,2036-11-29T08:16:07
702,3818,mortgage,208571.16,4.77,207,205015.6,active,2026-01-28T21:35:47,2043-04-28T21:35:47
703,2524,mortgage,380528.13,6.63,334,353689.79,active,2024-03-06T20:10:44,2052-01-06T20:10:44
704,2780,personal,31413.72,12.79,39,0,paid_off,2022-03-09T06:12:42,2025-06-09T06:12:42
705,1956,personal,26544.97,8.61,13,11916.03,active,2025-08-31T19:28:44,2026-10-01T19:28:44
706,4898,personal,28808.41,11.84,47,27492.72,active,2026-02-25T06:01:27,2030-01-25T06:01:27
707,1664,mortgage,152087.1,3.11,153,150192.31,active,2026-03-15T20:07:36,2038-12-15T20:07:36
708,2500,mortgage,210736.42,3.52,281,206584.33,active,2025-11-02T18:27:55,2049-04-02T18:27:55
709,1804,student,1306843.46,5.74,207,1299586.95,late,2026-03-29T01:34:46,2043-06-29T01:34:46
710,79,personal,28405.82,14.52,37,27249.47,active,2026-03-30T11:59:56,2029-04-30T11:59:56
711,2170,mortgage,5940927.73,5.17,198,5524061.51,active,2024-12-06T05:36:27,2041-06-06T05:36:27
712,4719,personal,19065.6,14.65,41,15171.92,active,2025-05-29T05:18:12,2028-10-29T05:18:12
713,4609,personal,478653.68,6.78,51,354568.93,active,2024-10-27T00:42:46,2029-01-27T00:42:46
714,1345,personal,21016.68,16.38,24,2697.82,active,2024-04-27T05:13:51,2026-04-27T05:13:51
715,3634,auto,2081020.93,9.72,44,1058632.55,active,2024-07-25T17:19:11,2028-03-25T17:19:11
716,3503,personal,10321.89,11.55,48,6371.06,active,2024-10-12T17:07:56,2028-10-12T17:07:56
717,1753,personal,15923.02,8.44,57,15601.99,active,2026-04-06T00:31:10,2031-01-06T00:31:10
718,344,personal,21179.52,7.63,52,7196.25,active,2023-05-15T07:49:36,2027-09-15T07:49:36
719,718,auto,1406417.21,7.66,60,1403438.97,active,2026-05-12T21:56:17,2031-05-12T21:56:17
720,3241,auto,880832.53,7.15,31,400195.52,defaulted,2024-07-18T06:27:30,2027-02-18T06:27:30
721,4972,mortgage,39245692.66,3.91,123,38974057.09,active,2026-04-18T01:41:55,2036-07-18T01:41:55
722,3639,mortgage,7435755.26,7,193,7393319.78,active,2026-04-03T13:45:07,2042-05-03T13:45:07
723,3523,mortgage,450055.48,3.03,237,400452.83,defaulted,2024-04-10T13:23:24,2044-01-10T13:23:24
724,4533,auto,297858.8,8.66,29,93203.67,active,2024-03-14T10:52:18,2026-08-14T10:52:18
725,705,auto,1404848.07,4.84,34,0,paid_off,2022-01-22T17:34:38,2024-11-22T17:34:38
726,219,personal,19147.27,6.53,42,17809.09,active,2026-02-15T03:22:30,2029-08-15T03:22:30
727,2931,student,13777.13,3.29,224,12203.64,late,2023-05-09T08:38:54,2042-01-09T08:38:54
728,4194,auto,48710.14,4.42,74,22345.99,active,2022-11-04T14:24:45,2029-01-04T14:24:45
729,385,personal,3062450.15,13.94,24,0,paid_off,2024-02-02T22:22:55,2026-02-02T22:22:55
730,258,personal,24733.26,11.99,21,20025.71,active,2025-12-22T01:45:13,2027-09-22T01:45:13
731,1774,student,60535.42,3.95,198,54900.2,active,2024-09-19T12:19:46,2041-03-19T12:19:46
732,1354,mortgage,67645472.3,3.75,144,61649447.5,active,2025-02-16T23:45:26,2037-02-16T23:45:26
733,2170,auto,288552.26,8.69,72,261412.15,active,2025-09-30T06:07:55,2031-09-30T06:07:55
734,4071,personal,14919.38,17.67,22,12474.67,active,2025-12-15T22:51:42,2027-10-15T22:51:42
735,3521,mortgage,313900.97,5.41,316,302284.2,late,2025-04-16T11:44:04,2051-08-16T11:44:04
736,2943,business,4414344.29,9.15,30,2776520.98,active,2025-06-06T17:21:02,2027-12-06T17:21:02
737,1710,mortgage,329257.61,3.27,137,323235.25,late,2026-02-01T20:18:40,2037-07-01T20:18:40
738,4282,auto,178190.51,7.79,51,0,paid_off,2023-09-27T03:50:17,2027-12-27T03:50:17
739,3450,personal,8925.59,7.07,30,593.85,active,2023-02-18T03:10:58,2025-08-18T03:10:58
740,2274,student,15349.81,4.92,216,14634.13,active,2025-05-31T09:02:57,2043-05-31T09:02:57
741,2937,mortgage,398644.98,3,240,393955.6,active,2026-02-15T14:22:55,2046-02-15T14:22:55
742,2435,auto,7587.84,6.96,73,6886.95,active,2025-10-16T08:08:51,2031-11-16T08:08:51
743,2149,personal,10483.53,14.6,29,3517.04,active,2024-07-20T12:15:17,2026-12-20T12:15:17
744,2401,personal,22053.2,11.71,17,14832.06,active,2025-10-23T17:27:57,2027-03-23T17:27:57
745,1355,personal,9061.99,8.73,19,6900.45,active,2025-12-05T01:51:55,2027-07-05T01:51:55
746,2158,personal,24087.34,7.58,53,23405.59,active,2026-03-29T21:29:04,2030-08-29T21:29:04
747,802,mortgage,496629.77,6.54,344,478911.92,active,2025-01-25T13:30:22,2053-09-25T13:30:22
748,1646,mortgage,561782.31,4.97,132,464047.96,active,2023-12-09T10:42:34,2034-12-09T10:42:34
749,1679,auto,147709.64,6.06,53,143156.01,active,2026-03-12T16:12:09,2030-08-12T16:12:09
750,1977,auto,15571.65,7.25,70,0,paid_off,2024-08-08T20:36:11,2030-06-08T20:36:11
751,2814,personal,7757.84,7.96,27,6941.95,late,2026-02-07T06:45:39,2028-05-07T06:45:39
752,634,personal,21168.72,10.68,53,19993.5,active,2026-02-13T09:46:13,2030-07-13T09:46:13
753,3486,auto,34533.54,8.06,28,34449.63,late,2026-05-13T23:25:39,2028-09-13T23:25:39
754,4175,mortgage,1619637.2,3.49,154,1596827.37,active,2026-03-05T21:35:10,2039-01-05T21:35:10
755,3961,auto,14175.29,5.55,66,11903.72,defaulted,2025-03-05T05:29:03,2030-09-05T05:29:03
756,3473,student,64270.73,3.64,179,64219.29,active,2026-05-11T14:46:31,2041-04-11T14:46:31
757,3435,auto,34867.57,8.3,27,5187.65,active,2023-10-22T04:28:52,2026-01-22T04:28:52
758,3921,auto,28221.92,8.25,26,13971.17,active,2025-04-09T14:09:24,2027-06-09T14:09:24
759,4819,auto,175673.86,9.78,30,94919.6,active,2025-02-26T07:38:09,2027-08-26T07:38:09
760,234,personal,124212.73,13.02,46,112228.27,late,2025-12-09T08:54:29,2029-10-09T08:54:29
761,3136,business,909812.59,5.62,77,758387.72,active,2025-04-08T02:47:42,2031-09-08T02:47:42
762,3154,auto,1673520.08,9.8,45,830369.13,defaulted,2025-04-02T07:12:03,2029-01-02T07:12:03
763,2614,personal,14071.55,9.57,37,7977.37,active,2024-11-13T17:30:37,2027-12-13T17:30:37
764,3225,personal,8829.15,6.37,24,5096.18,defaulted,2024-07-24T16:22:08,2026-07-24T16:22:08
765,3231,business,29188.38,5.16,88,18640.21,active,2023-08-17T02:21:03,2030-12-17T02:21:03
766,796,business,311384.68,13.47,57,233903.96,active,2024-10-17T04:29:37,2029-07-17T04:29:37
767,2795,personal,28052.66,16.5,45,17234.51,late,2024-07-31T08:47:52,2028-05-01T08:47:52
