id,account_id,card_id,merchant_id,amount,currency,type,status,description,created_at
60109,6788,,270,14.49,USD,deposit,completed,Deposit - Inbound payment,2026-01-02T02:31:48
60110,5722,,131,0.92,EUR,purchase,completed,Shopify Store Online (UA) (Online Retail),2026-04-06T06:58:27
60111,1491,1231,319,1230.74,MXN,purchase,completed,Coursera Express (NL) (Education),2026-04-11T20:07:17
60112,7299,5833,109,16.22,PLN,purchase,failed,StarCinema #895 (CA) (Entertainment),2026-05-16T09:11:47
60113,204,,456,177.68,EUR,purchase,completed,Shopify Store North (DE) (Online Retail),2025-12-07T15:15:13
60114,1835,,243,128.28,EUR,deposit,completed,Deposit - Inbound payment,2025-07-18T08:20:17
60115,8555,,148,67.57,AUD,purchase,reversed,Spice Route Downtown (ES) (Restaurants),2024-12-11T02:18:46
60116,400,,204,218.79,CHF,purchase,completed,Skillshare North (ZA) (Education),2025-11-06T18:16:59
60117,195,,64,20.84,GBP,purchase,completed,Lyft Plaza (FR) (Transport),2024-11-06T13:45:16
60118,482,,95,3.87,CAD,purchase,completed,CityTransit Express (AU) (Public Transit),2024-12-14T15:06:08
60119,3660,,330,137.77,AUD,purchase,completed,BodyWorks Downtown (FR) (Health/Fitness),2025-06-27T09:01:59
60120,3589,,200,3934.11,SEK,purchase,completed,Aero Express #309 (AE) (Travel - Airlines),2025-11-13T16:07:43
60121,2706,,288,16423.79,JPY,purchase,completed,Chevron #962 (MX) (Fuel),2026-04-28T13:21:24
60122,657,541,297,153.01,EUR,purchase,completed,EcoEnergy Central (SE) (Utilities),2026-02-25T06:16:57
60123,390,326,374,103.12,CAD,purchase,completed,ProBuilders Supply Express (BR) (Home Improvement),2026-04-04T06:11:06
60124,8041,6432,75,67.76,EUR,purchase,completed,GreenGrocer North (SG) (Groceries),2026-02-14T08:06:04
60125,7527,6013,231,3596.12,ZAR,transfer,completed,Transfer from acct ****2622,2026-05-01T04:47:48
60126,5519,4390,228,11369.26,KRW,purchase,failed,Morning Cup Express (ZA) (Coffee Shops),2025-09-06T00:53:55
60127,7379,5891,175,2596.15,TRY,purchase,completed,Sakura Sushi Central (NL) (Restaurants),2025-11-05T02:07:57
60128,1556,1278,83,65.19,USD,purchase,completed,HealthPlus Pharmacy South (NL) (Pharmacy),2025-02-02T04:18:56
60129,1746,,139,211.38,EUR,purchase,pending,City Electric Online (BR) (Utilities),2025-08-25T20:46:57
60130,6533,,45,1.04,EUR,purchase,completed,Espresso Lab Plaza (SE) (Coffee Shops),2026-04-14T19:22:23
60131,6619,5282,334,81.73,CNY,purchase,completed,Spotify South (AU) (Streaming),2025-07-23T01:47:34
60132,314,,186,13342.64,INR,purchase,completed,CoverPlus Central (GB) (Insurance),2026-02-06T13:04:19
60133,5129,,210,63.24,EUR,purchase,failed,Esso Express (SE) (Fuel),2025-05-20T05:17:07
60134,6263,4995,344,32176.93,INR,purchase,failed,ByteShop #706 (US) (Electronics),2026-05-09T13:12:00
60135,5576,,98,5.13,USD,withdrawal,completed,ATM withdrawal at ATM - HSBC #297 (UA),2025-03-06T14:32:07
60136,7466,5961,423,687.96,SEK,purchase,completed,City University Bookstore Plaza (CA) (Education),2026-05-15T01:03:47
60137,6606,5270,59,1020.25,NOK,purchase,completed,eBay Express (NL) (Online Retail),2026-03-31T09:00:29
60138,5199,,365,71.32,EUR,purchase,completed,Udemy Downtown (SG) (Education),2026-04-17T16:10:16
60139,540,,106,57.12,USD,deposit,reversed,Deposit - Salary,2026-05-01T21:05:09
60140,1550,,107,1514.12,AUD,purchase,completed,AirGlobal South (PL) (Travel - Airlines),2026-04-15T22:35:58
60141,8313,6655,199,19543.21,UAH,purchase,completed,Skillshare Plaza (UA) (Education),2025-12-27T01:55:13
60142,1740,1433,68,30.78,EUR,purchase,completed,CityPharm Downtown (UA) (Pharmacy),2026-03-29T18:35:54
60143,6624,,226,908.75,ZAR,deposit,reversed,Deposit - Inbound payment,2025-11-19T10:28:54
60144,2949,,290,34.55,GBP,purchase,completed,Burger House Central (FR) (Restaurants),2026-05-06T22:19:15
60145,7494,,295,21.94,BRL,deposit,completed,Deposit - Salary,2026-05-12T04:10:47
60146,6051,4822,355,9938.61,UAH,withdrawal,completed,ATM withdrawal at ATM - Local Bank #567 (JP),2026-03-31T03:14:38
60147,2154,1748,175,50.35,SGD,transfer,completed,Transfer from acct ****0957,2025-09-10T14:34:43
60148,100,,426,82.26,EUR,purchase,completed,Udemy Online (IN) (Education),2024-07-23T14:46:50
60149,2659,,396,845.01,MXN,purchase,reversed,Hometown Grocery Online (TR) (Groceries),2024-10-10T20:43:19
60150,8234,,459,57.02,SGD,purchase,completed,Spice Route South (JP) (Restaurants),2024-09-29T16:07:24
60151,6856,,319,260.05,USD,purchase,completed,Coursera Express (NL) (Education),2025-05-04T17:19:17
60152,765,,258,14692.97,INR,withdrawal,completed,ATM withdrawal at ATM - Barclays Central (AU),2025-11-15T15:48:54
60153,2996,,314,390.39,BRL,deposit,completed,Deposit - Salary,2026-03-06T06:28:06
60154,1693,1397,143,59.46,AUD,purchase,completed,SafeNet Insurance Express (MX) (Insurance),2026-02-08T00:03:30
60155,3533,2823,87,438.91,EUR,purchase,reversed,SkyJet South (US) (Travel - Airlines),2026-04-03T19:36:18
60156,8184,6549,490,459.9,BRL,purchase,completed,Urban Threads South (SE) (Clothing),2026-02-18T00:48:51
60157,6741,5378,144,8371.56,UAH,purchase,pending,Grand Plaza Hotel North (TR) (Travel - Hotels),2026-04-18T03:29:27
60158,9470,,267,66.28,EUR,deposit,completed,Deposit - Salary,2026-01-27T13:19:52
60159,6486,5172,354,5580,JPY,purchase,pending,FitClub Central (GB) (Health/Fitness),2025-11-28T02:08:38
60160,3844,,42,3896.61,JPY,purchase,completed,Taco Loco #944 (UA) (Fast Food),2024-12-12T13:23:36
60161,6588,,498,439.09,TRY,purchase,completed,Netflix #938 (JP) (Streaming),2025-05-30T09:00:11
60162,7303,5836,313,249.48,EUR,transfer,reversed,Transfer from acct ****9011,2026-03-12T20:06:39
60163,8399,,431,927.2,INR,deposit,completed,Deposit - Inbound payment,2026-03-18T05:58:41
60164,1271,,308,41.21,EUR,deposit,reversed,Deposit - Inbound payment,2026-03-28T18:47:36
60165,8503,,401,318.43,JPY,purchase,failed,Disney+ Downtown (SG) (Streaming),2025-12-09T05:50:40
60166,4436,3541,429,7.85,EUR,purchase,completed,Espresso Lab North (ZA) (Coffee Shops),2026-05-06T03:56:59
60167,8028,,236,303.28,USD,purchase,reversed,Digital Den Plaza (SG) (Electronics),2025-06-28T07:54:02
60168,3679,,166,4.73,USD,purchase,reversed,MediMart Plaza (DE) (Pharmacy),2025-05-14T18:40:26
60169,8883,,119,21.21,USD,purchase,completed,Uber Central (SE) (Transport),2025-11-11T07:32:17
60170,4681,3743,112,131.82,BRL,purchase,completed,CityPharm Central (IN) (Pharmacy),2026-03-04T14:43:37
60171,260,222,10,351.27,BRL,purchase,completed,FitClub Express (FR) (Health/Fitness),2026-05-13T18:26:42
60172,5207,4153,301,0.94,EUR,purchase,pending,The Hungry Fork #769 (JP) (Restaurants),2026-04-01T15:50:26
60173,5436,4328,404,277.15,EUR,purchase,completed,GuardLife Express (JP) (Insurance),2025-10-16T11:06:58
60174,7470,5965,167,1409.56,JPY,purchase,completed,YogaHaus Central (MX) (Health/Fitness),2026-03-23T16:52:04
60175,7431,,1,181.38,SEK,purchase,reversed,Lyft #440 (JP) (Transport),2025-08-15T14:29:01
60176,368,,382,108.5,CHF,purchase,completed,Modern Wear Central (ZA) (Clothing),2026-05-13T11:25:23
60177,323,,68,33.65,EUR,purchase,reversed,CityPharm Downtown (UA) (Pharmacy),2025-10-10T23:54:00
60178,1572,,341,118.71,EUR,purchase,pending,Marina Resort #310 (TR) (Travel - Hotels),2024-07-17T22:47:53
60179,262,,132,18.62,GBP,purchase,completed,FuelStop Express (BR) (Fuel),2025-05-23T06:33:36
60180,4694,,266,10.6,NOK,purchase,completed,Skillshare North (CA) (Education),2025-06-24T06:03:55
60181,1651,,414,4.82,EUR,purchase,failed,Metro Card Downtown (JP) (Public Transit),2024-10-11T16:37:43
60182,7421,,153,438.67,NOK,purchase,completed,City Electric Online (ZA) (Utilities),2026-02-25T03:28:23
60183,6448,,450,361.65,EUR,purchase,completed,Marina Resort Express (ES) (Travel - Hotels),2025-07-14T10:09:43
60184,4862,,407,27.84,EUR,purchase,reversed,FreeNow South (FR) (Transport),2026-05-04T07:58:26
60185,3652,,186,289.83,EUR,purchase,completed,CoverPlus Central (GB) (Insurance),2026-05-04T14:13:44
60186,3978,,242,539.06,CAD,deposit,completed,Deposit - Salary,2026-05-15T18:59:18
60187,3648,,131,591.63,PLN,purchase,completed,Shopify Store Online (UA) (Online Retail),2025-03-10T08:41:30
60188,2871,,37,98.57,EUR,purchase,completed,AllShield Online (CA) (Insurance),2026-04-18T04:07:53
60189,8581,,115,155.01,USD,purchase,completed,Digital Den Downtown (ZA) (Electronics),2025-11-27T05:18:16
60190,5750,,90,3709.75,PLN,deposit,completed,Deposit - Salary,2026-02-13T10:27:19
60191,7707,,81,55.9,EUR,purchase,completed,Kyivstar Central (MX) (Telecom),2025-04-05T21:06:58
60192,8474,6787,279,3.94,EUR,purchase,completed,BusLink #66 (GB) (Public Transit),2025-08-16T07:32:55
60193,3293,,450,119.15,EUR,purchase,failed,Marina Resort Express (ES) (Travel - Hotels),2026-02-21T04:13:16
60194,6173,,398,178.99,CHF,withdrawal,completed,ATM withdrawal at ATM - Barclays Central (MX),2025-08-12T09:49:35
60195,244,,283,11.13,EUR,purchase,reversed,Burger House Express (CA) (Restaurants),2026-01-07T05:32:54
60196,4429,,248,33.71,BRL,purchase,completed,QuickBite Plaza (NL) (Fast Food),2026-02-14T20:32:26
60197,7676,,476,28.95,CAD,purchase,completed,CityPharm South (DE) (Pharmacy),2025-04-01T23:00:41
60198,6215,,267,25.46,USD,purchase,completed,T-Mobile Plaza (TR) (Telecom),2024-05-20T07:10:38
60199,9192,,47,304.82,USD,purchase,completed,ByteShop South (TR) (Electronics),2024-11-16T09:50:14
60200,3534,,365,222.29,GBP,purchase,reversed,Udemy Downtown (SG) (Education),2024-11-02T10:01:18
60201,6338,,147,142.55,USD,purchase,completed,BuildMart Plaza (US) (Home Improvement),2025-08-02T18:10:00
60202,8815,,55,17951.96,INR,purchase,reversed,Grand Plaza Hotel #126 (ES) (Travel - Hotels),2026-04-04T02:02:52
60203,3373,,70,83.44,USD,deposit,completed,Deposit - Salary,2026-01-21T21:02:36
60204,6989,,73,86.37,CAD,purchase,completed,Petrol Plus Plaza (ES) (Fuel),2026-03-29T22:28:20
60205,5709,,270,83.6,EUR,purchase,completed,YogaHaus South (PL) (Health/Fitness),2026-05-03T03:05:46
60206,7751,,120,24.77,USD,purchase,failed,FreeNow Central (GB) (Transport),2026-02-20T19:59:17
60207,7499,,411,4.39,USD,purchase,completed,Morning Cup Plaza (AU) (Coffee Shops),2025-10-01T21:45:32
60208,7163,,61,229.88,AUD,purchase,reversed,GuardLife North (SE) (Insurance),2025-01-30T14:12:32
60209,5713,4541,198,6.02,USD,purchase,pending,Morning Cup North (GB) (Coffee Shops),2025-10-28T17:02:33
60210,1368,,357,133.45,MXN,purchase,completed,FreeNow North (FR) (Transport),2025-12-30T23:03:30
60211,2077,,494,11.76,EUR,deposit,completed,Deposit - Salary,2026-02-28T18:38:41
60212,7364,,226,122.08,EUR,deposit,failed,Deposit - Salary,2025-04-16T07:38:47
60213,1948,,431,13.47,EUR,purchase,completed,Disney+ Central (IT) (Streaming),2026-05-14T14:47:29
60214,1652,,284,289.68,EUR,purchase,completed,AirGlobal South (UA) (Travel - Airlines),2026-04-13T09:36:35
60215,4767,,11,36.87,GBP,purchase,completed,Spice Route #219 (SE) (Restaurants),2026-02-01T18:12:57
60216,2662,,496,148.24,EUR,deposit,pending,Deposit - Salary,2024-07-02T16:19:28
60217,3003,2425,219,187.59,EUR,purchase,failed,Udemy South (PL) (Education),2026-01-21T04:24:16
60218,3959,,387,1,USD,purchase,completed,Bolt Online (AU) (Transport),2026-02-08T21:06:09
60219,5927,,432,97.12,USD,purchase,reversed,FitClub Downtown (AE) (Health/Fitness),2025-08-09T16:06:26
60220,712,589,268,114.05,USD,purchase,completed,Petrol Plus Plaza (UA) (Fuel),2025-03-17T21:18:39
60221,8241,,154,7068.59,MXN,purchase,completed,Coursera Downtown (AE) (Education),2024-09-04T04:07:17
60222,2271,,105,0.92,EUR,purchase,reversed,Petrol Plus South (DE) (Fuel),2024-12-11T08:22:34
60223,3509,,241,33.26,EUR,transfer,completed,Transfer to acct ****9546,2025-12-14T04:54:28
60224,511,,55,1,USD,purchase,completed,Grand Plaza Hotel #126 (ES) (Travel - Hotels),2026-01-05T22:16:23
60225,2544,,167,34.26,EUR,purchase,failed,YogaHaus Central (MX) (Health/Fitness),2025-03-15T21:35:45
60226,1107,,171,64.77,GBP,purchase,failed,Olive Branch #975 (JP) (Restaurants),2024-11-26T14:45:57
60227,6302,,459,80.54,EUR,purchase,completed,Spice Route South (JP) (Restaurants),2025-04-30T04:09:14
60228,7126,,323,290.95,CAD,deposit,failed,Deposit - Inbound payment,2026-01-13T03:04:06
60229,4890,,400,1,USD,purchase,completed,Chevron Online (CA) (Fuel),2026-05-03T00:35:57
60230,2877,,311,203.82,USD,withdrawal,completed,ATM withdrawal at ATM - Chase Central (AE),2025-02-07T13:07:44
60231,1624,1341,496,76.9,EUR,purchase,completed,City Electric Downtown (AU) (Utilities),2026-03-31T06:01:27
60232,7328,5850,418,53.58,EUR,purchase,completed,HealthPlus Pharmacy Downtown (BR) (Pharmacy),2025-06-07T23:14:17
60233,3740,,109,96.7,PLN,purchase,completed,StarCinema #895 (CA) (Entertainment),2024-12-07T05:11:54
60234,4871,,241,1.51,AUD,purchase,completed,CarePoint Central (AE) (Pharmacy),2025-12-08T01:44:32
60235,9341,7462,312,4.61,GBP,purchase,completed,Morning Cup Online (GB) (Coffee Shops),2025-10-03T01:03:58
60236,7964,,54,102.04,AUD,transfer,completed,Transfer from acct ****9570,2025-08-21T01:48:22
60237,9014,,358,797.38,MXN,deposit,completed,Deposit - Inbound payment,2025-07-27T12:37:05
60238,3813,,351,313.97,TRY,purchase,completed,Disney+ Central (AU) (Streaming),2025-06-09T18:42:38
60239,9252,7399,163,708.4,UAH,purchase,pending,Theatre Royal Plaza (NL) (Entertainment),2025-04-01T04:56:19
60240,3492,2792,124,1139.08,ZAR,purchase,completed,Skillshare Downtown (AU) (Education),2026-05-03T03:37:17
60241,5427,,314,1062.4,UAH,deposit,completed,Deposit - Inbound payment,2026-05-08T01:21:12
60242,6163,,458,1,USD,deposit,completed,Deposit - Salary,2026-03-09T19:54:32
60243,4880,,419,88.07,UAH,deposit,completed,Deposit - Inbound payment,2025-05-30T14:05:23
60244,7522,,209,133.78,USD,withdrawal,completed,ATM withdrawal at ATM - Santander #807 (FR),2025-08-04T14:08:58
60245,5129,,79,11.67,EUR,purchase,completed,Netflix North (ZA) (Streaming),2025-06-25T09:11:35
60246,9484,7581,308,0.92,EUR,purchase,completed,Skillshare #571 (ZA) (Education),2026-05-12T05:29:24
60247,7374,,109,8.81,USD,transfer,completed,Transfer to acct ****5506,2026-04-19T10:52:34
60248,2247,,82,0.92,EUR,purchase,completed,Modern Wear Online (PL) (Clothing),2025-07-16T13:12:02
60249,6197,4943,75,136.14,AUD,purchase,completed,GreenGrocer North (SG) (Groceries),2025-09-17T20:32:21
60250,6421,,466,107.23,USD,purchase,completed,WaterWorks South (AU) (Utilities),2026-04-11T18:32:58
60251,4428,3535,381,19.79,BRL,withdrawal,completed,ATM withdrawal at ATM - Local Bank North (AE),2025-10-26T18:51:19
60252,5006,3986,402,125.89,GBP,purchase,reversed,CinePlex Plaza (PL) (Entertainment),2025-09-11T20:10:20
60253,5570,4430,411,3.59,GBP,transfer,completed,Transfer to acct ****4041,2025-08-06T02:50:40
60254,250,215,271,27.72,USD,purchase,pending,City University Bookstore Online (UA) (Education),2026-04-27T21:45:22
60255,7481,,500,1710.58,INR,purchase,completed,HealthPlus Pharmacy Express (UA) (Pharmacy),2024-09-05T20:32:17
60256,3450,,428,32.89,AED,purchase,completed,Morning Cup #269 (US) (Coffee Shops),2026-04-30T17:20:11
60257,3338,,250,185.86,USD,deposit,completed,Deposit - Salary,2025-09-26T20:56:10
60258,4159,,12,274.19,EUR,purchase,failed,City University Bookstore Online (JP) (Education),2026-05-02T01:13:36
60259,8064,6449,61,2062.32,SEK,purchase,failed,GuardLife North (SE) (Insurance),2026-04-05T00:07:48
60260,2864,,113,45.45,AUD,purchase,completed,ProBuilders Supply Express (NL) (Home Improvement),2026-02-06T16:41:38
60261,4645,,478,15.87,EUR,purchase,completed,Daily Foods South (BR) (Groceries),2026-03-15T15:25:41
60262,755,623,27,23.43,EUR,purchase,completed,Burger House North (UA) (Restaurants),2026-01-03T08:57:17
60263,2245,,236,368.87,USD,purchase,completed,Digital Den Plaza (SG) (Electronics),2025-07-28T13:47:16
60264,5482,,112,492.78,MXN,purchase,failed,CityPharm Central (IN) (Pharmacy),2025-09-24T03:44:20
60265,574,,248,251.64,MXN,deposit,reversed,Deposit - Inbound payment,2026-02-17T07:32:27
60266,7381,,66,657.28,MXN,purchase,completed,Lyft #466 (PL) (Transport),2024-06-19T11:27:07
60267,9561,7650,295,52.84,SEK,purchase,completed,Daily Grind #381 (FR) (Coffee Shops),2026-05-12T00:34:42
60268,9372,,195,1144.43,CNY,purchase,pending,BookDepot Downtown (AU) (Online Retail),2025-02-12T02:10:58
60269,500,408,393,117.38,CAD,purchase,completed,T-Mobile Online (US) (Telecom),2026-03-06T09:20:32
60270,3364,,58,380.15,GBP,deposit,reversed,Deposit - Salary,2025-06-11T06:54:31
60271,6679,5324,202,21.14,EUR,purchase,completed,CrossFit Central Plaza (JP) (Health/Fitness),2025-10-02T01:05:33
60272,290,,62,46.1,EUR,withdrawal,completed,ATM withdrawal at ATM - Local Bank North (ZA),2026-04-10T13:54:08
60273,4136,,160,76.92,EUR,deposit,pending,Deposit - Salary,2026-04-21T06:45:58
60274,1671,,77,9.09,USD,purchase,completed,Steam Coffee Central (US) (Coffee Shops),2025-09-03T05:36:13
60275,639,,483,8.39,EUR,purchase,failed,HBO Max Downtown (CA) (Streaming),2026-04-14T16:54:22
60276,1151,,438,200.59,EUR,purchase,completed,ToolBox Online (ZA) (Home Improvement),2025-09-27T00:21:49
60277,2414,,22,114.48,EUR,purchase,completed,Kyivstar Central (AU) (Telecom),2026-05-05T08:04:34
60278,7641,,101,359.84,USD,purchase,completed,City University Bookstore Downtown (PL) (Education),2025-10-29T18:17:24
60279,4541,3629,304,0.79,GBP,purchase,completed,AirGlobal Express (TR) (Travel - Airlines),2026-01-02T20:33:07
60280,2,,10,665.82,SEK,purchase,pending,FitClub Express (FR) (Health/Fitness),2026-04-14T20:22:49
60281,9069,7263,372,183.44,EUR,withdrawal,failed,ATM withdrawal at ATM - Chase Express (ES),2026-03-01T10:03:27
60282,1706,1409,434,570.2,AED,withdrawal,completed,ATM withdrawal at ATM - HSBC North (NL),2026-02-22T12:55:54
60283,6302,,485,81.02,EUR,purchase,pending,Coursera North (GB) (Education),2024-08-14T05:11:07
60284,1780,,178,102.46,EUR,purchase,completed,Skillshare North (MX) (Education),2026-02-09T14:37:52
60285,4298,,407,7.39,AUD,deposit,completed,Deposit - Salary,2026-03-18T05:37:57
60286,2155,,446,40.15,SGD,purchase,completed,Amazon Central (ES) (Online Retail),2025-07-04T00:07:30
60287,5776,,94,83.1,USD,purchase,failed,Esso North (AE) (Fuel),2025-07-07T23:17:06
60288,8601,,140,155,JPY,purchase,completed,MediMart North (BR) (Pharmacy),2026-01-23T13:18:07
60289,4895,,234,410.57,UAH,deposit,completed,Deposit - Inbound payment,2025-02-08T23:56:08
60290,5252,,255,609.77,SEK,purchase,completed,Coursera South (NL) (Education),2026-05-10T15:11:53
60291,222,191,245,9203.96,TRY,deposit,completed,Deposit - Salary,2024-07-06T06:11:05
60292,1296,,463,3187.15,TRY,withdrawal,completed,ATM withdrawal at ATM - Barclays Express (SE),2025-12-01T23:57:26
60293,7154,,183,155,JPY,purchase,completed,BusLink Plaza (IT) (Public Transit),2026-05-15T04:50:11
60294,5400,,302,160.58,USD,purchase,failed,WaterWorks North (NL) (Utilities),2025-03-26T05:48:14
60295,6192,4939,104,154.34,CAD,purchase,completed,CoverPlus North (SE) (Insurance),2026-03-11T00:02:53
60296,7143,,424,8764.22,TRY,purchase,completed,City Inn Plaza (MX) (Travel - Hotels),2025-01-07T15:20:24
60297,2024,1651,430,35.63,USD,purchase,completed,HealthPlus Pharmacy Online (JP) (Pharmacy),2026-05-10T03:18:52
60298,7365,5882,350,25.46,EUR,purchase,failed,Theatre Royal Downtown (IN) (Entertainment),2026-05-05T05:35:54
60299,8254,,353,4700.86,JPY,purchase,completed,BodyWorks Downtown (CA) (Health/Fitness),2026-03-07T13:54:55
60300,1368,,93,28.95,MXN,deposit,completed,Deposit - Salary,2026-03-25T09:27:42
60301,7864,,466,8.51,USD,purchase,completed,WaterWorks South (AU) (Utilities),2026-01-21T08:52:02
60302,2125,1726,336,20.54,EUR,transfer,pending,Transfer to acct ****9619,2026-05-05T14:12:50
60303,5671,,54,176.6,PLN,purchase,completed,The Hungry Fork South (NL) (Restaurants),2024-05-25T09:56:42
60304,377,,349,251.42,USD,purchase,completed,City University Bookstore Downtown (SE) (Education),2026-05-14T23:28:11
60305,7760,,302,105.59,EUR,purchase,completed,WaterWorks North (NL) (Utilities),2025-12-20T11:39:53
60306,2629,,164,43.01,EUR,purchase,reversed,GymPro Express (CA) (Health/Fitness),2026-03-25T01:01:25
60307,7112,,43,10930.46,INR,purchase,completed,StyleCo Central (GB) (Clothing),2025-09-30T13:45:49
60308,5358,4268,326,6.65,GBP,purchase,reversed,BookDepot Plaza (IN) (Online Retail),2026-03-23T14:59:40
60309,6469,,236,822.69,BRL,purchase,completed,Digital Den Plaza (SG) (Electronics),2025-11-26T13:08:32
60310,1876,1535,33,400.32,EUR,purchase,completed,Digital Den Downtown (IN) (Electronics),2026-02-03T08:26:40
60311,2882,2321,64,17.08,USD,purchase,completed,Lyft Plaza (FR) (Transport),2025-11-03T13:35:08
60312,7697,6148,428,138.91,SEK,purchase,pending,Morning Cup #269 (US) (Coffee Shops),2025-09-10T03:44:52
60313,5660,4501,251,7.47,USD,purchase,completed,Morning Cup South (DE) (Coffee Shops),2025-10-14T13:03:27
60314,3300,2645,160,74.19,EUR,purchase,failed,Trendline Express (SE) (Clothing),2026-03-30T12:40:34
60315,3090,2485,323,165.81,USD,purchase,completed,City University Bookstore Online (IT) (Education),2026-05-01T01:47:15
60316,8643,,389,4.56,USD,purchase,reversed,The Hungry Fork Plaza (GB) (Restaurants),2025-05-18T00:14:12
60317,8547,6840,474,109.46,EUR,purchase,completed,StyleCo Online (TR) (Clothing),2026-04-07T13:04:07
60318,1303,,253,11.77,EUR,deposit,completed,Deposit - Inbound payment,2025-02-18T03:07:13
60319,5655,,122,75.92,USD,purchase,completed,Gulf Express (ES) (Fuel),2025-03-12T04:35:22
60320,990,,412,60883.84,KRW,withdrawal,reversed,ATM withdrawal at ATM - Santander #36 (US),2024-10-12T10:59:20
60321,8044,6435,208,100.19,EUR,purchase,completed,Esso Express (AU) (Fuel),2025-03-03T05:50:40
60322,4258,3403,224,28.93,AUD,purchase,completed,Spotify Express (ES) (Streaming),2026-03-14T19:13:42
60323,807,,341,633.64,SEK,purchase,completed,Marina Resort #310 (TR) (Travel - Hotels),2026-02-06T15:54:01
60324,81,68,190,6013.54,JPY,purchase,completed,ToolBox North (NL) (Home Improvement),2026-05-15T21:58:07
60325,146,,178,193.59,USD,purchase,completed,Skillshare North (MX) (Education),2026-01-27T13:26:20
60326,1599,,277,42.74,BRL,purchase,completed,Metro Card Downtown (AU) (Public Transit),2026-04-09T08:29:01
60327,2385,,217,1137.06,AUD,purchase,completed,SkyJet Downtown (MX) (Travel - Airlines),2024-09-17T02:26:38
60328,4835,,432,82587.9,JPY,purchase,completed,FitClub Downtown (AE) (Health/Fitness),2026-04-14T11:46:12
60329,5617,,73,34.27,EUR,purchase,completed,Petrol Plus Plaza (ES) (Fuel),2026-04-23T04:42:13
60330,8075,,94,52.38,USD,purchase,completed,Esso North (AE) (Fuel),2025-12-12T08:08:59
60331,9275,,494,10.01,EUR,purchase,completed,Apple Music South (US) (Streaming),2026-01-03T06:33:14
60332,3620,2897,486,17.71,EUR,purchase,completed,CityCab Express (MX) (Transport),2026-04-12T05:48:54
60333,5428,4319,273,1403,UAH,purchase,completed,MediMart South (ZA) (Pharmacy),2026-05-15T22:11:19
60334,8810,,168,666.43,ZAR,purchase,reversed,Chevron #24 (NL) (Fuel),2024-07-09T10:58:00
60335,7162,5719,361,77.23,AUD,purchase,completed,Burger House Central (JP) (Restaurants),2026-01-05T13:33:23
60336,1673,,45,6.57,USD,purchase,completed,Espresso Lab Plaza (SE) (Coffee Shops),2026-03-09T06:35:36
60337,1176,,419,370.08,UAH,purchase,reversed,Daily Grind North (SG) (Coffee Shops),2025-09-21T18:49:35
60338,8995,,222,3388.82,UAH,deposit,completed,Deposit - Inbound payment,2026-04-14T19:11:39
60339,355,,261,22323.26,INR,purchase,completed,BP Downtown (UA) (Fuel),2026-04-01T02:10:12
60340,1521,,159,484.9,EUR,purchase,completed,TransAir Express (ES) (Travel - Airlines),2026-02-12T02:50:40
60341,5484,4361,175,67.21,EUR,purchase,completed,Sakura Sushi Central (NL) (Restaurants),2026-05-16T15:38:20
60342,149,126,61,207.01,CHF,purchase,reversed,GuardLife North (SE) (Insurance),2025-12-08T03:30:08
60343,4683,3745,86,1,USD,purchase,completed,WaterWorks North (AE) (Utilities),2026-03-24T06:31:01
60344,6853,,279,4.33,USD,purchase,completed,BusLink #66 (GB) (Public Transit),2025-09-28T22:12:15
60345,866,722,160,1,USD,purchase,completed,Trendline Express (SE) (Clothing),2026-05-05T06:44:58
60346,3456,,405,1,USD,purchase,completed,BookDepot North (BR) (Online Retail),2025-01-03T05:30:54
60347,1315,1083,205,68.29,CAD,purchase,completed,Trendline Plaza (MX) (Clothing),2025-04-14T16:51:36
60348,122,99,432,14117.63,JPY,purchase,completed,FitClub Downtown (AE) (Health/Fitness),2026-01-05T13:12:57
60349,1921,,425,744.5,INR,purchase,completed,MovieMax Central (SG) (Entertainment),2026-01-12T07:05:36
60350,3241,,83,169.87,USD,purchase,reversed,HealthPlus Pharmacy South (NL) (Pharmacy),2024-12-23T12:52:50
60351,4374,,454,17,MXN,purchase,completed,MediMart Online (IT) (Pharmacy),2026-02-25T04:35:19
60352,6264,,434,245205.98,INR,withdrawal,failed,ATM withdrawal at ATM - HSBC North (NL),2026-05-05T02:53:19
60353,4767,,120,19.94,GBP,purchase,reversed,FreeNow Central (GB) (Transport),2025-07-20T07:36:09
60354,4273,3417,418,24.14,CAD,purchase,completed,HealthPlus Pharmacy Downtown (BR) (Pharmacy),2026-04-25T06:51:49
60355,4003,3204,307,66.25,EUR,purchase,failed,Petrol Plus North (NL) (Fuel),2025-11-14T18:15:55
60356,5458,4341,269,6.94,EUR,purchase,completed,Taco Loco Online (MX) (Fast Food),2025-08-10T20:18:50
60357,64,,26,124.89,EUR,deposit,completed,Deposit - Inbound payment,2026-04-15T21:43:09
60358,2173,1764,427,267.04,PLN,purchase,pending,Kyivstar South (ZA) (Telecom),2026-04-19T15:01:47
60359,737,,84,32.58,EUR,purchase,completed,BP Central (AE) (Fuel),2025-06-20T05:10:12
60360,5184,,404,54.16,GBP,purchase,reversed,GuardLife Express (JP) (Insurance),2025-07-24T03:32:08
